language,sentence,n,rand_edgelist,root
Japanese,163,25,"[(12, 16), (20, 7), (7, 14), (19, 2), (11, 15), (3, 18), (18, 11), (6, 25), (21, 13), (22, 21), (5, 10), (11, 23), (6, 24), (12, 2), (17, 19), (6, 4), (13, 15), (1, 3), (12, 9), (8, 7), (16, 10), (4, 9), (14, 9), (12, 13)]",21
Japanese,164,22,"[(8, 1), (11, 15), (21, 3), (15, 16), (13, 18), (7, 13), (7, 22), (5, 16), (19, 22), (20, 13), (10, 20), (21, 9), (4, 12), (22, 4), (17, 14), (3, 14), (19, 6), (2, 5), (9, 8), (18, 16), (1, 6)]",16
Japanese,169,10,"[(1, 4), (7, 1), (1, 8), (2, 4), (10, 9), (6, 9), (8, 9), (2, 3), (3, 5)]",2
Japanese,170,23,"[(10, 9), (8, 4), (1, 12), (6, 15), (21, 13), (11, 16), (20, 13), (23, 21), (7, 6), (8, 10), (5, 3), (13, 10), (14, 19), (17, 2), (19, 18), (12, 13), (22, 9), (7, 18), (17, 18), (1, 11), (5, 20), (15, 21)]",18
Japanese,171,7,"[(3, 6), (7, 3), (5, 1), (2, 1), (2, 7), (4, 5)]",7
Japanese,172,25,"[(9, 15), (22, 10), (8, 20), (20, 17), (2, 15), (2, 11), (18, 24), (16, 14), (16, 21), (4, 5), (16, 7), (19, 11), (4, 19), (22, 20), (20, 12), (23, 16), (3, 2), (1, 3), (4, 6), (20, 25), (14, 9), (20, 6), (23, 13), (24, 25)]",4
Japanese,173,17,"[(15, 12), (12, 6), (11, 16), (17, 13), (12, 2), (4, 5), (17, 4), (9, 1), (4, 11), (14, 7), (12, 8), (7, 4), (4, 3), (10, 16), (9, 3), (14, 6)]",5
Japanese,174,10,"[(6, 3), (1, 2), (8, 5), (7, 8), (3, 2), (4, 9), (8, 3), (10, 9), (9, 6)]",5
Japanese,176,12,"[(6, 7), (12, 6), (2, 9), (1, 3), (5, 11), (4, 9), (2, 8), (2, 1), (11, 2), (10, 3), (6, 8)]",5
Japanese,177,31,"[(19, 16), (5, 31), (23, 30), (3, 24), (21, 15), (31, 26), (21, 7), (20, 11), (20, 15), (16, 10), (1, 18), (9, 1), (13, 22), (4, 19), (18, 21), (17, 26), (20, 19), (5, 14), (27, 4), (5, 6), (17, 29), (28, 2), (3, 5), (30, 16), (22, 26), (10, 28), (6, 25), (6, 8), (21, 12), (25, 27)]",11
Japanese,178,13,"[(11, 4), (12, 8), (5, 4), (10, 1), (9, 10), (12, 5), (1, 8), (13, 10), (1, 3), (13, 6), (7, 3), (2, 7)]",12
Japanese,180,21,"[(19, 21), (14, 17), (7, 4), (7, 15), (15, 3), (21, 20), (9, 1), (11, 13), (18, 10), (8, 13), (12, 9), (4, 2), (10, 19), (12, 10), (7, 18), (5, 16), (7, 13), (17, 11), (21, 5), (6, 12)]",15
Japanese,181,16,"[(6, 3), (6, 10), (16, 5), (4, 11), (7, 2), (13, 15), (7, 14), (1, 5), (4, 7), (2, 10), (12, 14), (8, 3), (9, 15), (12, 16), (14, 9)]",4
Japanese,183,26,"[(22, 11), (8, 21), (2, 3), (5, 10), (7, 13), (7, 2), (1, 24), (1, 10), (6, 10), (26, 20), (12, 10), (19, 10), (14, 23), (13, 19), (21, 10), (10, 16), (25, 12), (4, 1), (18, 14), (2, 23), (17, 6), (3, 9), (15, 5), (26, 22), (4, 20)]",26
Japanese,184,20,"[(14, 20), (9, 16), (18, 3), (14, 1), (11, 9), (10, 18), (6, 13), (2, 17), (5, 15), (13, 5), (17, 12), (16, 8), (3, 9), (2, 7), (13, 19), (4, 19), (15, 20), (17, 6), (1, 11)]",9
Japanese,185,24,"[(17, 8), (1, 7), (2, 7), (23, 5), (19, 14), (24, 13), (11, 15), (18, 16), (13, 5), (12, 16), (9, 12), (8, 4), (21, 5), (16, 20), (11, 8), (7, 8), (13, 3), (8, 13), (9, 4), (6, 14), (17, 22), (14, 8), (10, 13)]",1
Japanese,186,28,"[(22, 11), (7, 27), (14, 8), (22, 17), (23, 24), (11, 25), (18, 28), (13, 9), (20, 22), (25, 5), (22, 21), (2, 12), (4, 27), (4, 3), (15, 21), (14, 19), (23, 28), (17, 2), (1, 4), (3, 13), (18, 10), (2, 4), (16, 5), (20, 6), (20, 24), (8, 1), (26, 13)]",25
Japanese,187,10,"[(4, 6), (2, 5), (1, 10), (10, 9), (2, 9), (6, 8), (3, 8), (3, 7), (5, 8)]",6
Japanese,188,9,"[(9, 3), (3, 1), (2, 6), (4, 1), (9, 2), (7, 4), (1, 5), (5, 8)]",4
Japanese,190,23,"[(7, 11), (4, 21), (14, 4), (2, 3), (5, 23), (1, 19), (7, 17), (5, 8), (1, 9), (6, 19), (21, 12), (2, 7), (15, 3), (16, 14), (20, 2), (9, 16), (20, 13), (23, 10), (10, 14), (14, 18), (22, 20), (18, 11)]",20
Japanese,191,24,"[(2, 19), (17, 15), (14, 22), (17, 7), (19, 4), (15, 2), (10, 20), (16, 11), (9, 12), (6, 11), (9, 5), (16, 4), (20, 4), (11, 14), (12, 24), (23, 22), (7, 13), (18, 8), (1, 10), (6, 21), (4, 5), (2, 8), (23, 3)]",11
Japanese,192,39,"[(31, 23), (1, 8), (12, 29), (37, 31), (13, 32), (11, 36), (22, 35), (27, 38), (15, 36), (7, 22), (33, 14), (2, 21), (24, 18), (12, 33), (33, 18), (20, 26), (16, 15), (8, 5), (4, 34), (17, 29), (36, 7), (26, 32), (3, 19), (25, 34), (3, 16), (22, 34), (38, 37), (10, 6), (25, 9), (30, 39), (8, 31), (33, 1), (10, 2), (4, 13), (28, 12), (39, 19), (14, 9), (21, 23)]",12
Japanese,194,15,"[(12, 13), (10, 1), (8, 14), (15, 11), (12, 7), (12, 15), (3, 10), (4, 12), (2, 7), (13, 5), (12, 6), (1, 2), (6, 14), (3, 9)]",12
Japanese,195,27,"[(12, 11), (7, 5), (26, 14), (3, 14), (8, 22), (16, 8), (9, 1), (22, 20), (6, 21), (6, 10), (8, 13), (18, 19), (3, 25), (17, 18), (24, 1), (24, 22), (2, 27), (12, 15), (4, 25), (23, 21), (22, 27), (5, 2), (15, 20), (21, 26), (15, 23), (17, 16)]",27
Japanese,198,34,"[(22, 9), (33, 11), (9, 4), (30, 6), (33, 6), (17, 32), (4, 30), (27, 13), (18, 24), (20, 8), (5, 16), (17, 3), (2, 34), (31, 16), (26, 12), (6, 12), (31, 2), (31, 1), (20, 3), (19, 25), (21, 1), (21, 10), (14, 13), (4, 15), (6, 7), (23, 15), (8, 26), (15, 25), (29, 21), (18, 14), (28, 8), (34, 12), (24, 21)]",8
Japanese,199,15,"[(1, 3), (4, 14), (4, 11), (8, 6), (9, 13), (14, 1), (8, 10), (9, 2), (15, 7), (12, 15), (10, 5), (7, 2), (5, 14), (12, 14)]",1
Japanese,202,20,"[(11, 20), (1, 10), (1, 17), (2, 4), (7, 3), (12, 1), (11, 16), (15, 10), (3, 8), (16, 1), (17, 14), (2, 1), (19, 20), (5, 18), (11, 13), (9, 7), (1, 8), (12, 18), (6, 15)]",1
Japanese,203,31,"[(29, 12), (26, 14), (23, 1), (15, 22), (23, 10), (6, 28), (26, 11), (3, 25), (6, 29), (26, 13), (5, 23), (26, 30), (15, 21), (28, 18), (2, 12), (23, 16), (7, 20), (19, 4), (24, 29), (11, 27), (27, 19), (23, 7), (9, 15), (1, 2), (4, 3), (8, 15), (22, 25), (17, 29), (28, 31), (4, 20)]",27
Japanese,206,19,"[(15, 4), (6, 3), (4, 1), (17, 19), (6, 1), (8, 18), (12, 18), (15, 10), (9, 7), (7, 1), (10, 5), (9, 11), (2, 14), (1, 14), (11, 16), (2, 19), (13, 5), (3, 8)]",7
Japanese,208,29,"[(5, 24), (10, 1), (15, 13), (22, 13), (4, 26), (7, 13), (8, 21), (9, 21), (28, 11), (4, 6), (6, 5), (25, 7), (25, 16), (17, 19), (11, 21), (29, 12), (18, 28), (23, 3), (5, 27), (15, 18), (17, 20), (19, 13), (14, 29), (2, 3), (7, 2), (29, 5), (5, 17), (10, 22)]",27
Japanese,209,10,"[(6, 1), (3, 9), (4, 1), (8, 10), (8, 2), (8, 5), (6, 7), (2, 9), (6, 5)]",6
Japanese,210,17,"[(14, 15), (4, 12), (15, 11), (16, 15), (1, 10), (16, 7), (9, 5), (3, 1), (2, 14), (6, 3), (10, 12), (6, 8), (13, 5), (15, 12), (17, 5), (5, 11)]",3
Japanese,211,15,"[(12, 4), (3, 11), (14, 13), (9, 3), (14, 6), (7, 2), (12, 15), (9, 1), (15, 5), (10, 8), (7, 6), (15, 1), (11, 2), (4, 8)]",4
Japanese,212,24,"[(19, 7), (14, 15), (13, 19), (9, 23), (17, 21), (16, 21), (20, 1), (21, 6), (24, 20), (23, 8), (15, 1), (4, 22), (21, 12), (15, 4), (3, 8), (2, 22), (10, 5), (11, 24), (16, 9), (16, 18), (5, 13), (1, 9), (15, 7)]",14
Japanese,213,11,"[(4, 2), (11, 7), (5, 6), (6, 4), (1, 3), (7, 1), (8, 2), (5, 10), (9, 4), (4, 11)]",7
Japanese,214,20,"[(4, 20), (12, 1), (14, 20), (9, 16), (17, 15), (18, 3), (9, 18), (8, 6), (13, 11), (17, 7), (3, 11), (6, 12), (14, 15), (5, 14), (19, 18), (7, 2), (4, 19), (8, 7), (10, 1)]",3
Japanese,216,13,"[(4, 5), (1, 11), (1, 4), (3, 12), (4, 12), (1, 2), (6, 9), (7, 5), (11, 8), (10, 13), (6, 11), (10, 2)]",11
Japanese,217,19,"[(1, 15), (16, 9), (16, 15), (3, 18), (5, 4), (17, 19), (8, 12), (7, 15), (17, 2), (12, 6), (9, 6), (13, 14), (10, 19), (14, 16), (2, 6), (6, 3), (7, 5), (13, 11)]",11
Japanese,220,21,"[(15, 8), (8, 6), (18, 9), (18, 21), (18, 8), (14, 8), (7, 16), (7, 8), (8, 17), (11, 16), (17, 19), (15, 1), (10, 8), (3, 12), (8, 12), (20, 2), (14, 5), (4, 19), (13, 10), (20, 3)]",9
Japanese,221,28,"[(1, 27), (1, 17), (3, 6), (20, 25), (21, 17), (15, 13), (12, 23), (23, 19), (21, 11), (26, 1), (9, 11), (7, 8), (16, 28), (26, 18), (4, 13), (17, 2), (14, 10), (24, 23), (3, 14), (22, 2), (25, 19), (27, 14), (16, 20), (25, 8), (15, 5), (23, 5), (20, 6)]",8
Japanese,222,41,"[(7, 37), (13, 18), (36, 37), (34, 39), (35, 39), (29, 20), (33, 39), (5, 26), (16, 29), (8, 15), (41, 25), (3, 31), (7, 21), (13, 28), (24, 6), (2, 22), (34, 37), (30, 39), (17, 39), (13, 6), (41, 14), (38, 22), (10, 4), (39, 19), (24, 14), (27, 3), (11, 1), (11, 39), (7, 23), (37, 9), (5, 31), (22, 27), (2, 20), (21, 10), (8, 22), (17, 22), (40, 13), (13, 32), (26, 25), (22, 12)]",41
Japanese,225,37,"[(23, 20), (5, 18), (26, 37), (10, 29), (3, 15), (32, 14), (13, 31), (15, 9), (13, 27), (11, 6), (16, 14), (4, 36), (4, 27), (34, 22), (9, 28), (34, 21), (20, 26), (25, 3), (11, 21), (27, 32), (20, 8), (29, 5), (12, 6), (18, 21), (35, 15), (19, 25), (8, 10), (33, 13), (8, 35), (16, 15), (27, 2), (24, 17), (30, 22), (28, 7), (17, 31), (3, 1)]",10
Japanese,227,26,"[(11, 5), (10, 21), (7, 1), (15, 17), (17, 3), (11, 13), (6, 23), (9, 20), (26, 4), (25, 4), (2, 19), (21, 2), (14, 5), (24, 14), (25, 22), (9, 3), (25, 16), (12, 2), (18, 12), (15, 23), (8, 25), (14, 26), (11, 23), (24, 18), (10, 1)]",26
Japanese,229,12,"[(2, 1), (2, 10), (7, 1), (12, 7), (6, 3), (10, 4), (11, 9), (8, 9), (12, 11), (5, 10), (8, 6)]",1
Japanese,232,32,"[(11, 12), (25, 27), (15, 3), (19, 22), (22, 29), (7, 9), (16, 26), (13, 6), (21, 8), (21, 17), (21, 19), (23, 32), (20, 26), (2, 1), (18, 13), (29, 7), (12, 1), (14, 32), (20, 4), (9, 3), (28, 2), (25, 4), (31, 10), (31, 30), (1, 19), (11, 31), (20, 18), (30, 23), (2, 24), (5, 24), (24, 20)]",17
Japanese,234,12,"[(7, 9), (9, 6), (10, 9), (2, 4), (6, 8), (11, 2), (6, 5), (3, 10), (9, 2), (1, 12), (12, 7)]",8
Japanese,235,29,"[(28, 29), (24, 23), (2, 5), (8, 13), (1, 15), (10, 12), (29, 12), (26, 6), (22, 17), (4, 7), (16, 23), (29, 16), (19, 10), (20, 17), (17, 7), (22, 14), (11, 27), (3, 27), (13, 28), (9, 26), (6, 25), (15, 7), (2, 12), (1, 25), (21, 11), (20, 3), (18, 4), (29, 9)]",10
Japanese,238,33,"[(19, 16), (11, 32), (22, 12), (5, 19), (1, 22), (10, 27), (5, 4), (20, 21), (18, 32), (14, 26), (31, 8), (3, 1), (15, 4), (21, 23), (9, 14), (8, 33), (28, 17), (3, 29), (16, 11), (25, 24), (21, 13), (10, 12), (27, 2), (6, 31), (28, 22), (7, 15), (8, 25), (7, 33), (19, 9), (31, 30), (10, 19), (23, 8)]",2
Japanese,239,14,"[(1, 7), (6, 2), (13, 7), (9, 4), (14, 2), (5, 11), (8, 3), (12, 7), (8, 1), (4, 3), (10, 9), (5, 6), (11, 13)]",1
Japanese,241,9,"[(5, 1), (6, 2), (9, 6), (4, 5), (7, 8), (3, 6), (3, 7), (1, 8)]",9
Japanese,244,21,"[(3, 13), (13, 8), (15, 20), (13, 19), (10, 19), (12, 15), (4, 7), (9, 11), (20, 17), (18, 19), (5, 7), (13, 16), (10, 5), (14, 6), (14, 16), (2, 7), (18, 12), (11, 3), (13, 21), (15, 1)]",19
Japanese,245,20,"[(17, 10), (5, 1), (12, 5), (17, 15), (8, 11), (3, 6), (20, 19), (6, 17), (19, 5), (9, 12), (2, 3), (14, 16), (18, 17), (13, 7), (2, 13), (7, 20), (14, 20), (4, 8), (11, 1)]",12
Japanese,246,31,"[(7, 21), (4, 16), (29, 22), (2, 13), (24, 20), (2, 28), (22, 10), (12, 23), (6, 25), (19, 23), (8, 17), (28, 5), (23, 11), (30, 15), (12, 25), (25, 17), (18, 31), (31, 3), (30, 18), (19, 24), (19, 26), (26, 16), (7, 29), (14, 31), (31, 22), (27, 4), (9, 1), (21, 28), (2, 6), (1, 11)]",17
Japanese,247,31,"[(5, 26), (6, 8), (17, 9), (12, 31), (13, 23), (12, 16), (6, 20), (22, 25), (15, 11), (13, 12), (29, 30), (14, 3), (8, 18), (2, 15), (26, 4), (11, 28), (31, 21), (19, 27), (3, 10), (24, 7), (6, 14), (30, 2), (7, 30), (8, 17), (16, 19), (9, 22), (16, 11), (12, 4), (1, 13), (10, 26)]",30
Japanese,249,28,"[(6, 5), (9, 13), (24, 13), (21, 27), (18, 22), (14, 28), (14, 26), (28, 25), (2, 3), (26, 23), (24, 21), (26, 15), (28, 8), (12, 18), (11, 16), (8, 11), (19, 17), (18, 10), (1, 25), (18, 5), (17, 2), (11, 21), (22, 4), (20, 7), (27, 6), (7, 16), (6, 3)]",16
Japanese,250,14,"[(2, 9), (14, 12), (2, 6), (9, 4), (7, 6), (13, 1), (13, 11), (7, 8), (1, 14), (4, 5), (3, 12), (3, 10), (9, 10)]",14
Japanese,252,19,"[(6, 17), (14, 16), (19, 15), (4, 18), (10, 5), (1, 9), (15, 3), (18, 7), (19, 9), (16, 18), (7, 1), (14, 13), (12, 6), (2, 9), (10, 17), (16, 5), (11, 2), (1, 8)]",3
Japanese,253,23,"[(14, 19), (21, 4), (8, 22), (4, 16), (1, 15), (13, 19), (7, 5), (5, 1), (10, 12), (11, 5), (17, 20), (9, 2), (10, 23), (6, 10), (17, 21), (18, 4), (15, 12), (15, 14), (21, 7), (22, 21), (2, 15), (3, 11)]",16
Japanese,254,17,"[(4, 8), (10, 17), (13, 4), (4, 11), (7, 6), (11, 12), (17, 4), (15, 2), (3, 11), (3, 1), (2, 16), (13, 5), (7, 16), (9, 8), (14, 15), (4, 15)]",16
Japanese,255,16,"[(12, 1), (16, 13), (2, 6), (7, 5), (15, 5), (3, 10), (14, 9), (4, 6), (3, 14), (12, 5), (8, 6), (10, 16), (2, 1), (7, 9), (11, 15)]",13
Japanese,256,23,"[(14, 15), (8, 12), (21, 2), (9, 4), (17, 22), (15, 11), (20, 3), (6, 10), (23, 15), (19, 1), (6, 13), (9, 16), (13, 7), (17, 21), (23, 20), (1, 3), (19, 5), (22, 16), (11, 18), (2, 18), (21, 8), (1, 13)]",2
Japanese,261,26,"[(13, 12), (16, 10), (8, 26), (4, 11), (25, 17), (20, 24), (11, 19), (3, 7), (15, 12), (3, 5), (1, 2), (22, 21), (11, 25), (3, 9), (16, 8), (8, 5), (12, 14), (2, 18), (23, 22), (17, 6), (20, 10), (12, 4), (21, 17), (10, 19), (26, 1)]",1
Japanese,262,30,"[(9, 4), (13, 23), (8, 12), (5, 15), (17, 29), (25, 16), (11, 18), (15, 10), (14, 11), (5, 30), (17, 15), (15, 13), (11, 20), (8, 7), (12, 2), (20, 22), (1, 6), (2, 4), (20, 19), (1, 25), (21, 7), (30, 24), (2, 26), (28, 15), (27, 15), (8, 11), (28, 19), (8, 6), (14, 3)]",27
Japanese,263,27,"[(10, 6), (10, 7), (11, 12), (16, 17), (4, 14), (1, 4), (15, 11), (6, 2), (15, 17), (11, 24), (26, 18), (17, 20), (20, 5), (20, 23), (21, 11), (18, 22), (3, 19), (19, 1), (14, 25), (1, 23), (6, 9), (14, 13), (27, 14), (16, 9), (10, 26), (8, 7)]",19
Japanese,273,26,"[(13, 22), (7, 2), (6, 26), (16, 14), (21, 13), (4, 15), (17, 24), (12, 16), (3, 4), (9, 11), (7, 18), (20, 2), (24, 10), (7, 1), (12, 20), (21, 23), (1, 23), (25, 9), (5, 14), (3, 8), (17, 18), (15, 26), (1, 19), (8, 14), (11, 22)]",11
Japanese,274,29,"[(5, 15), (28, 10), (4, 1), (29, 1), (22, 2), (16, 21), (21, 3), (8, 18), (19, 9), (27, 9), (23, 20), (11, 25), (12, 29), (10, 6), (24, 17), (24, 26), (27, 1), (8, 1), (13, 14), (13, 18), (25, 13), (7, 22), (7, 19), (4, 16), (5, 10), (15, 14), (7, 20), (26, 28)]",20
Japanese,275,12,"[(12, 10), (3, 8), (5, 10), (7, 2), (2, 9), (5, 1), (6, 3), (4, 6), (1, 4), (1, 9), (11, 7)]",9
Japanese,278,39,"[(27, 38), (8, 24), (30, 21), (26, 16), (23, 26), (26, 35), (11, 7), (6, 7), (39, 23), (32, 1), (2, 34), (37, 7), (28, 7), (14, 15), (29, 9), (15, 1), (4, 3), (35, 32), (37, 5), (33, 11), (10, 14), (34, 31), (20, 27), (36, 25), (3, 5), (22, 2), (19, 13), (39, 22), (24, 4), (12, 17), (25, 4), (36, 12), (29, 39), (16, 30), (33, 38), (39, 36), (13, 18), (19, 20)]",2
Japanese,281,27,"[(1, 26), (13, 15), (23, 7), (22, 6), (12, 21), (20, 23), (19, 25), (9, 4), (9, 3), (26, 8), (10, 23), (16, 11), (13, 18), (10, 12), (25, 15), (17, 15), (3, 17), (14, 24), (18, 27), (2, 7), (22, 27), (2, 15), (6, 5), (1, 22), (16, 8), (24, 21)]",25
Japanese,284,14,"[(5, 11), (2, 14), (7, 9), (7, 8), (3, 11), (8, 4), (2, 13), (6, 5), (12, 7), (8, 6), (1, 13), (10, 4), (1, 3)]",9
Japanese,285,23,"[(3, 17), (18, 8), (18, 2), (21, 14), (8, 19), (11, 10), (16, 7), (23, 1), (2, 20), (17, 10), (15, 13), (7, 5), (4, 19), (22, 5), (9, 1), (12, 9), (23, 15), (3, 6), (17, 23), (23, 21), (15, 22), (16, 8)]",3
Japanese,288,18,"[(10, 12), (5, 4), (1, 16), (10, 7), (4, 6), (15, 17), (15, 18), (3, 2), (17, 13), (8, 17), (8, 3), (11, 9), (12, 9), (16, 11), (14, 16), (16, 6), (18, 1)]",14
Japanese,289,15,"[(8, 7), (14, 12), (11, 10), (9, 6), (6, 14), (1, 10), (3, 1), (13, 9), (11, 7), (2, 12), (15, 12), (1, 15), (4, 13), (2, 5)]",11
Japanese,290,27,"[(5, 14), (15, 17), (19, 1), (12, 10), (18, 10), (2, 26), (1, 11), (4, 27), (15, 6), (15, 9), (17, 7), (12, 22), (4, 6), (23, 12), (27, 8), (24, 12), (26, 15), (9, 18), (14, 21), (15, 19), (20, 16), (21, 22), (13, 25), (3, 13), (2, 25), (5, 16)]",17
Japanese,291,29,"[(16, 21), (24, 14), (10, 12), (2, 8), (3, 1), (16, 20), (23, 12), (25, 23), (2, 15), (13, 7), (24, 2), (4, 6), (9, 2), (22, 8), (19, 13), (25, 6), (27, 5), (11, 29), (29, 26), (3, 4), (19, 9), (28, 18), (15, 23), (11, 16), (20, 22), (26, 18), (17, 1), (28, 5)]",12
Japanese,293,14,"[(3, 9), (8, 2), (12, 5), (6, 3), (7, 5), (11, 13), (11, 4), (11, 2), (10, 1), (6, 7), (1, 2), (7, 10), (9, 14)]",11
Japanese,295,17,"[(16, 9), (9, 17), (5, 1), (3, 6), (4, 9), (8, 12), (7, 17), (2, 17), (10, 7), (17, 11), (4, 14), (8, 15), (11, 3), (11, 13), (1, 15), (16, 5)]",5
Japanese,301,18,"[(13, 11), (10, 15), (2, 17), (13, 3), (18, 13), (4, 7), (12, 7), (9, 12), (3, 8), (18, 16), (13, 10), (17, 11), (9, 6), (4, 15), (5, 17), (14, 8), (17, 1)]",3
Japanese,303,33,"[(9, 33), (13, 5), (4, 2), (25, 26), (20, 7), (16, 22), (27, 12), (16, 23), (33, 27), (19, 22), (13, 29), (6, 28), (28, 15), (24, 9), (21, 26), (18, 6), (17, 31), (9, 10), (20, 4), (32, 29), (17, 4), (21, 22), (33, 25), (32, 15), (4, 23), (1, 22), (6, 2), (16, 30), (19, 14), (13, 8), (3, 4), (11, 22)]",17
Japanese,306,32,"[(10, 9), (2, 23), (16, 14), (29, 15), (30, 13), (19, 12), (6, 22), (19, 27), (16, 10), (17, 6), (4, 17), (31, 19), (18, 19), (19, 8), (25, 11), (28, 5), (32, 9), (21, 11), (1, 22), (4, 19), (16, 13), (18, 13), (32, 26), (11, 3), (30, 11), (29, 26), (23, 24), (20, 13), (12, 5), (7, 18), (13, 23)]",16
Japanese,309,29,"[(22, 12), (14, 17), (19, 23), (18, 25), (10, 14), (9, 5), (8, 5), (17, 7), (16, 15), (14, 1), (4, 16), (26, 29), (25, 27), (5, 28), (24, 22), (13, 25), (10, 12), (26, 14), (19, 14), (2, 29), (28, 23), (11, 9), (4, 6), (2, 15), (8, 18), (3, 20), (27, 21), (11, 3)]",25
Japanese,310,30,"[(19, 18), (3, 13), (9, 25), (26, 11), (21, 16), (19, 5), (23, 29), (22, 12), (7, 19), (8, 27), (9, 19), (10, 21), (20, 17), (18, 22), (4, 23), (24, 27), (11, 20), (19, 15), (29, 28), (3, 1), (19, 23), (16, 2), (11, 8), (1, 23), (5, 16), (27, 15), (4, 14), (6, 13), (14, 30)]",7
Japanese,311,26,"[(1, 2), (19, 26), (9, 11), (2, 17), (26, 25), (16, 25), (22, 3), (4, 18), (9, 14), (8, 20), (17, 20), (10, 11), (21, 5), (4, 15), (14, 23), (7, 18), (13, 6), (9, 17), (24, 25), (13, 15), (4, 23), (12, 22), (24, 21), (8, 16), (4, 22)]",25
Japanese,313,14,"[(2, 5), (1, 10), (2, 11), (9, 8), (12, 11), (13, 2), (3, 12), (1, 7), (4, 6), (4, 14), (3, 6), (9, 3), (12, 10)]",10
Japanese,314,12,"[(12, 7), (7, 8), (10, 11), (8, 3), (7, 11), (4, 3), (1, 8), (8, 9), (2, 8), (5, 4), (3, 6)]",7
Japanese,315,34,"[(10, 17), (20, 30), (14, 7), (1, 22), (19, 2), (31, 2), (25, 12), (20, 18), (30, 4), (34, 24), (8, 31), (34, 6), (24, 23), (33, 20), (16, 13), (25, 29), (21, 33), (5, 34), (16, 33), (28, 8), (26, 23), (21, 34), (16, 2), (34, 9), (12, 9), (11, 14), (14, 33), (25, 1), (8, 32), (15, 27), (17, 11), (10, 3), (27, 19)]",20
Japanese,322,35,"[(6, 25), (23, 21), (3, 14), (21, 11), (13, 33), (2, 11), (21, 17), (32, 17), (26, 31), (7, 35), (16, 14), (30, 6), (14, 8), (33, 15), (16, 5), (10, 25), (25, 9), (8, 1), (12, 28), (31, 24), (34, 1), (27, 5), (24, 25), (2, 13), (3, 22), (12, 25), (13, 26), (29, 18), (14, 11), (21, 4), (32, 20), (11, 29), (35, 14), (6, 19)]",19
Japanese,323,20,"[(17, 14), (5, 12), (2, 11), (5, 7), (8, 10), (15, 6), (3, 8), (16, 4), (18, 13), (10, 9), (4, 11), (20, 18), (6, 3), (13, 17), (9, 2), (6, 20), (7, 1), (19, 18), (12, 11)]",11
Japanese,328,27,"[(9, 6), (6, 23), (11, 19), (22, 16), (27, 20), (10, 15), (25, 5), (6, 2), (21, 22), (19, 16), (24, 8), (13, 8), (27, 11), (21, 17), (12, 14), (13, 1), (18, 1), (3, 2), (15, 8), (23, 15), (14, 13), (6, 26), (4, 24), (8, 5), (22, 10), (16, 7)]",21
Japanese,329,37,"[(4, 32), (37, 27), (21, 24), (35, 7), (10, 6), (25, 33), (37, 20), (3, 9), (30, 8), (36, 5), (19, 33), (23, 14), (19, 13), (12, 26), (9, 29), (5, 16), (13, 3), (10, 34), (8, 32), (15, 6), (9, 20), (7, 33), (32, 34), (25, 16), (31, 26), (17, 14), (22, 3), (33, 18), (18, 2), (1, 20), (27, 10), (7, 23), (21, 20), (12, 10), (28, 8), (11, 30)]",13
Japanese,330,33,"[(31, 18), (2, 13), (4, 24), (24, 23), (25, 10), (12, 11), (20, 12), (6, 30), (8, 27), (7, 6), (18, 16), (28, 11), (17, 11), (13, 22), (17, 25), (2, 7), (31, 33), (2, 16), (22, 1), (2, 27), (26, 2), (15, 9), (11, 23), (15, 8), (14, 5), (29, 14), (7, 28), (3, 24), (32, 26), (14, 19), (33, 14), (24, 21)]",27
Japanese,332,29,"[(12, 10), (27, 9), (11, 26), (15, 28), (21, 22), (12, 25), (16, 18), (2, 12), (5, 20), (13, 24), (20, 3), (18, 29), (7, 20), (20, 17), (25, 16), (6, 9), (3, 19), (23, 27), (11, 4), (10, 1), (14, 1), (27, 21), (24, 28), (10, 23), (11, 12), (22, 15), (8, 4), (19, 13)]",21
Japanese,334,22,"[(9, 21), (18, 10), (14, 7), (3, 20), (22, 11), (8, 16), (19, 4), (13, 6), (2, 1), (9, 7), (3, 9), (22, 17), (5, 15), (13, 14), (18, 6), (2, 5), (11, 2), (15, 12), (15, 20), (2, 19), (7, 16)]",11
Japanese,336,24,"[(18, 12), (4, 10), (7, 8), (17, 22), (3, 14), (5, 3), (13, 4), (10, 14), (12, 17), (8, 1), (2, 13), (19, 6), (1, 23), (12, 7), (19, 7), (23, 11), (21, 24), (16, 17), (16, 9), (15, 2), (20, 17), (20, 15), (21, 23)]",22
Japanese,340,22,"[(19, 18), (11, 19), (3, 20), (16, 8), (19, 10), (17, 18), (4, 5), (2, 11), (15, 4), (11, 1), (7, 21), (5, 8), (14, 2), (15, 22), (13, 12), (13, 1), (5, 17), (3, 10), (6, 16), (9, 4), (9, 7)]",15
Japanese,342,23,"[(17, 11), (17, 13), (21, 15), (9, 22), (14, 1), (4, 8), (13, 1), (7, 3), (7, 20), (12, 6), (7, 2), (8, 11), (19, 1), (12, 9), (18, 23), (7, 16), (2, 15), (23, 6), (5, 10), (7, 14), (21, 22), (5, 19)]",17
Japanese,343,19,"[(18, 3), (1, 11), (15, 9), (13, 15), (1, 18), (12, 4), (6, 8), (9, 3), (5, 19), (10, 12), (7, 8), (19, 2), (10, 3), (17, 4), (16, 13), (7, 16), (11, 14), (2, 8)]",17
